respondent_id,Q1_age,Q2_region,Q3_education,Q4_occupation,Q5_income,Q7_monthly_investment,Q9_time_horizon,Q11_dropout,Q12_loss_reaction,Q13_loss_aversion,Q14_autonomy,Q15_influence,Q19_tax_importance,Q20_app_comfort,Q21_data_sharing,Q23_wtp,Q23_wtp_numeric,Q20_pct_invest,Q24_nps,Q25_adoption_5class,Q25_adoption_3class,Q25_adoption_score,Q9_risk_appetite,goal_retirement,goal_child_edu,goal_home,goal_emergency,goal_tax_saving,goal_wealth,goal_travel,goal_business,goal_debt,inv_fd,inv_mf,inv_equity,inv_ppf_epf,inv_nps,inv_gold,inv_realestate,inv_insurance,inv_crypto,inv_none,plat_zerodha,plat_groww,plat_etmoney,plat_paytmmoney,plat_bankapp,plat_indmoney,plat_kuvera,plat_excel,plat_advisor,plat_none,pain_no_start,pain_confusing,pain_no_time,pain_fear_loss,pain_high_min,pain_no_advice,pain_tax,pain_bad_app,pain_no_trust,switch_better_reco,switch_lower_fees,switch_simpler_ux,switch_more_products,switch_human_advisor,switch_security,switch_loyal,switch_no_platform,feat_goal_planning,feat_ai_reco,feat_tax_tool,feat_one_platform,feat_sip_auto,feat_networth,feat_rebalance,feat_baskets,feat_education,feat_human_advisor,feat_family,feat_insurance,trust_sebi,trust_security,trust_brand,trust_reviews,trust_fees,trust_trial,trust_media
R0869,45-54,Metro,Postgraduate,Self-employed,12-25L,5K-15K,1-3yr,Use it still,Sell some,Definitely B,DIY,Spouse/Partner,5,3,Yes-if-regulated,>499,5,20-30%,10,Definitely will use,Likely,25.85,Moderate,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
R0870,55+,Metro,Professional,Homemaker,12-25L,5K-15K,3-7yr,Bad support,Hold,Lean A,Guided,Financial Advisor,4,4,Yes-if-regulated,>499,5,5-10%,10,Definitely will use,Likely,29.09,Conservative,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
R0871,25-34,Tier-3,Graduate,Self-employed,25-50L,1K-5K,7-15yr,No trust,Buy more,Lean B,Follow trusted people,Friends/Colleagues,1,3,Yes-fully,<499,4,5-10%,7,Neutral,Neutral,21.17,Very Aggressive,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
R0872,25-34,Rural,Graduate,Salaried-Private,3-6L,1K-5K,<1yr,No trust,Sell some,No preference,Follow trusted people,Friends/Colleagues,5,4,Yes-fully,<99,2,<5%,9,Unlikely to use,Unlikely,20.47,Conservative,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
R0873,35-44,Tier-3,Graduate,Self-employed,12-25L,5K-15K,1-3yr,Never tried,Sell some,Lean A,Full delegation,Parents,1,3,Yes-if-regulated,Maybe,1,20-30%,10,Unlikely to use,Unlikely,18.8,Moderate,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R0874,25-34,Tier-2,Graduate,Salaried-Private,<3L,Nothing,15+yr,Use it still,Hold,No preference,Family decides,Spouse/Partner,2,4,Yes-fully,<99,2,20-30%,9,Neutral,Neutral,22.34,Moderate,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0875,18-24,Tier-3,Graduate,Student,12-25L,15K-50K,7-15yr,Never tried,Buy more,Lean A,Guided,Myself,2,5,Yes-fully,<499,4,20-30%,10,Definitely will use,Likely,26.23,Very Aggressive,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
R0876,18-24,Tier-2,Postgraduate,Salaried-Govt,3-6L,<1K,3-7yr,No trust,Sell some,Lean A,Full delegation,Financial Advisor,4,4,Yes-if-regulated,>499,5,<5%,10,Neutral,Neutral,21.21,Conservative,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
R0877,35-44,Tier-2,Postgraduate,Salaried-Private,3-6L,<1K,7-15yr,Use it still,Sell everything,Definitely B,Guided,Friends/Colleagues,3,3,Basic only,<499,4,20-30%,8,Neutral,Neutral,22.34,Aggressive,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0
R0878,35-44,Metro,Postgraduate,Salaried-Private,12-25L,5K-15K,15+yr,Never tried,Hold,Lean B,Family decides,Friends/Colleagues,3,4,Basic only,<299,3,20-30%,9,Unlikely to use,Unlikely,19.03,Moderate,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0
R0879,18-24,Tier-2,Graduate,Freelancer,3-6L,Nothing,1-3yr,Use it still,Hold,Lean B,Family decides,Spouse/Partner,3,4,Yes-if-regulated,>499,5,5-10%,10,Likely to use,Likely,24.25,Aggressive,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
R0880,25-34,Metro,Professional,Salaried-Private,6-12L,15K-50K,7-15yr,Too complicated,Sell everything,No preference,Guided,Finfluencer,5,4,Yes-if-regulated,<499,4,20-30%,10,Neutral,Neutral,22.95,Conservative,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
R0881,25-34,Metro,Graduate,Freelancer,6-12L,1K-5K,3-7yr,Use it still,Hold,Lean A,Family decides,Parents,2,5,Yes-fully,<499,4,20-30%,10,Definitely will use,Likely,25.84,Moderate,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
R0882,35-44,Tier-3,Graduate,Salaried-Private,12-25L,<1K,7-15yr,Bad support,Hold,No preference,DIY,Spouse/Partner,2,4,Yes-if-regulated,Maybe,1,10-20%,8,Definitely will not use,Unlikely,14.26,Conservative,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0
R0883,18-24,Metro,Professional,Salaried-Private,<3L,Nothing,<1yr,Use it still,Buy more,Definitely A,Full delegation,Friends/Colleagues,3,5,Basic only,Maybe,1,10-20%,8,Unlikely to use,Unlikely,20.57,Very Aggressive,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0
R0884,18-24,Metro,Graduate,Salaried-Govt,3-6L,1K-5K,3-7yr,No value,Hold,Lean A,Follow trusted people,Parents,3,4,No-privacy,<99,2,>30%,10,Unlikely to use,Unlikely,19.32,Moderate,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
R0885,45-54,Metro,Up to 12th,Homemaker,12-25L,5K-15K,3-7yr,Too complicated,Buy more,Definitely B,Guided,Finfluencer,4,4,Yes-fully,<499,4,5-10%,10,Likely to use,Likely,23.69,Very Aggressive,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
R0886,18-24,Rural,Professional,Homemaker,12-25L,15K-50K,7-15yr,No trust,Sell some,Lean A,DIY,Myself,1,4,Yes-if-regulated,<499,4,5-10%,9,Likely to use,Likely,23.38,Moderate,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
R0887,35-44,Tier-2,Graduate,Salaried-Private,12-25L,<1K,7-15yr,Use it still,Sell everything,Definitely A,Guided,Spouse/Partner,4,3,Yes-if-regulated,<499,4,20-30%,9,Definitely will use,Likely,26.4,Very Conservative,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
R0888,25-34,Tier-2,Postgraduate,Salaried-Govt,12-25L,1K-5K,15+yr,No trust,Sell everything,No preference,DIY,Financial Advisor,3,4,Yes-if-regulated,>499,5,10-20%,8,Neutral,Neutral,21.87,Very Conservative,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
R0889,18-24,Tier-3,Up to 12th,Salaried-Private,<3L,1K-5K,7-15yr,Never tried,Check advisor,Lean B,Follow trusted people,Bank Manager,4,5,Yes-fully,<99,2,10-20%,9,Neutral,Neutral,22.0,Aggressive,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
R0890,25-34,Tier-3,Postgraduate,Self-employed,3-6L,Nothing,3-7yr,No trust,Hold,Lean B,DIY,Myself,3,4,Yes-fully,Maybe,1,5-10%,7,Unlikely to use,Unlikely,19.0,Aggressive,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0
R0891,35-44,Metro,Graduate,Salaried-Govt,6-12L,5K-15K,1-3yr,Use it still,Buy more,No preference,Full delegation,Financial Advisor,5,4,Yes-fully,>499,5,<5%,10,Definitely will use,Likely,29.45,Moderate,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
R0892,45-54,Tier-2,Up to 12th,Homemaker,12-25L,<1K,7-15yr,Use it still,Hold,No preference,Follow trusted people,Friends/Colleagues,5,2,Basic only,>499,5,20-30%,9,Unlikely to use,Unlikely,19.12,Very Conservative,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
R0893,45-54,Tier-3,Postgraduate,Homemaker,>50L,>50K,15+yr,Too complicated,Hold,Lean A,Full delegation,Financial Advisor,2,2,No-privacy,>499,5,>30%,9,Definitely will not use,Unlikely,17.71,Conservative,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0
R0894,25-34,Tier-2,Graduate,Salaried-Govt,>50L,Nothing,1-3yr,No value,Hold,Lean B,Family decides,Spouse/Partner,3,4,Yes-fully,>499,5,<5%,10,Likely to use,Likely,24.03,Moderate,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
R0895,35-44,Metro,Graduate,Salaried-Govt,<3L,<1K,7-15yr,Use it still,Buy more,No preference,Guided,Parents,4,3,Yes-if-regulated,<299,3,20-30%,7,Neutral,Neutral,22.57,Aggressive,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
R0896,25-34,Tier-3,Up to 12th,Student,<3L,Nothing,1-3yr,Use it still,Sell some,No preference,Full delegation,Financial Advisor,3,4,Yes-fully,<299,3,5-10%,10,Likely to use,Likely,24.62,Moderate,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
R0897,25-34,Tier-2,Graduate,Student,6-12L,Nothing,<1yr,Use it still,Hold,No preference,DIY,Myself,4,3,Yes-fully,<99,2,5-10%,10,Definitely will use,Likely,26.65,Aggressive,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
R0898,45-54,Metro,Graduate,Salaried-Private,12-25L,1K-5K,7-15yr,Too complicated,Sell some,Lean A,DIY,Friends/Colleagues,5,3,Basic only,<499,4,10-20%,9,Neutral,Neutral,22.08,Conservative,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
R0899,18-24,Tier-2,Up to 12th,Salaried-Private,<3L,Nothing,3-7yr,Use it still,Buy more,Lean B,Full delegation,Friends/Colleagues,1,4,Yes-fully,<99,2,<5%,10,Neutral,Neutral,21.35,Aggressive,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
R0900,18-24,Metro,Professional,Salaried-Govt,>50L,15K-50K,3-7yr,Use it still,Sell some,Lean A,Full delegation,Financial Advisor,2,5,Yes-if-regulated,<499,4,20-30%,10,Definitely will use,Likely,29.74,Very Conservative,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
R0901,25-34,Metro,Up to 12th,Salaried-Private,3-6L,1K-5K,15+yr,Never tried,Buy more,Lean B,Family decides,Finfluencer,5,4,Yes-fully,<99,2,10-20%,9,Neutral,Neutral,22.26,Very Aggressive,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
R0902,18-24,Tier-3,Postgraduate,Salaried-Private,25-50L,15K-50K,<1yr,Never tried,Check advisor,Lean B,Guided,Bank Manager,4,4,Yes-if-regulated,<499,4,20-30%,8,Definitely will use,Likely,26.16,Aggressive,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
R0903,25-34,Metro,Graduate,Salaried-Private,12-25L,15K-50K,1-3yr,Never tried,Hold,Lean B,Full delegation,Financial Advisor,3,5,Yes-fully,<299,3,5-10%,10,Likely to use,Likely,23.74,Conservative,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
R0904,35-44,Tier-2,Graduate,Self-employed,12-25L,5K-15K,15+yr,No value,Hold,No preference,Guided,Parents,5,3,Yes-if-regulated,>499,5,10-20%,8,Likely to use,Likely,25.0,Aggressive,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
R0905,25-34,Tier-2,Professional,Salaried-Private,12-25L,5K-15K,7-15yr,Use it still,Buy more,Lean B,Full delegation,Bank Manager,4,5,Basic only,<499,4,5-10%,10,Neutral,Neutral,22.75,Aggressive,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
R0906,45-54,Metro,Graduate,Salaried-Private,12-25L,5K-15K,3-7yr,Use it still,Sell some,Lean A,Full delegation,Parents,5,4,Yes-if-regulated,>499,5,10-20%,9,Definitely will use,Likely,29.34,Moderate,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
R0907,45-54,Rural,Professional,Salaried-Private,12-25L,5K-15K,7-15yr,Tech issues,Sell everything,Lean A,Guided,Friends/Colleagues,5,4,Yes-if-regulated,<299,3,5-10%,10,Likely to use,Likely,25.3,Conservative,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
R0908,25-34,Metro,Graduate,Student,6-12L,1K-5K,15+yr,Bad support,Hold,Lean B,Follow trusted people,Spouse/Partner,4,4,Yes-fully,<499,4,5-10%,9,Likely to use,Likely,23.88,Very Aggressive,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
R0909,25-34,Metro,Postgraduate,Student,12-25L,15K-50K,7-15yr,Never tried,Sell some,Lean A,Guided,Friends/Colleagues,2,5,Yes-if-regulated,<299,3,5-10%,10,Unlikely to use,Unlikely,20.83,Very Conservative,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
R0910,25-34,Metro,Postgraduate,Salaried-Govt,>50L,15K-50K,7-15yr,Too complicated,Check advisor,Lean B,DIY,Friends/Colleagues,5,5,Yes-fully,<299,3,10-20%,10,Definitely will use,Likely,27.01,Moderate,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
R0911,35-44,Metro,Professional,Salaried-Govt,25-50L,Nothing,3-7yr,Too complicated,Hold,Definitely A,Guided,Myself,3,3,Yes-if-regulated,>499,5,>30%,6,Unlikely to use,Unlikely,19.38,Conservative,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
R0912,25-34,Metro,Postgraduate,Retired,25-50L,15K-50K,3-7yr,Never tried,Hold,Definitely B,DIY,Friends/Colleagues,4,4,Yes-fully,>499,5,20-30%,10,Likely to use,Likely,23.99,Moderate,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
R0913,35-44,Tier-3,Postgraduate,Salaried-Private,>50L,5K-15K,15+yr,No trust,Sell some,Definitely A,DIY,Myself,2,3,Basic only,<499,4,20-30%,10,Definitely will not use,Unlikely,17.94,Very Conservative,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0
R0914,25-34,Rural,Graduate,Salaried-Private,>50L,Nothing,7-15yr,Tech issues,Buy more,Definitely B,Guided,Myself,4,4,Yes-fully,<99,2,20-30%,10,Neutral,Neutral,21.52,Aggressive,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
R0915,35-44,Metro,Graduate,Salaried-Private,3-6L,5K-15K,3-7yr,Never tried,Hold,Definitely A,Guided,Finfluencer,3,3,Yes-if-regulated,<499,4,10-20%,7,Unlikely to use,Unlikely,19.07,Very Conservative,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
R0916,25-34,Tier-2,Professional,Salaried-Private,12-25L,<1K,7-15yr,Use it still,Hold,Lean B,DIY,Myself,5,5,Yes-fully,<299,3,20-30%,10,Definitely will use,Likely,27.76,Aggressive,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
R0917,25-34,Tier-3,Graduate,Salaried-Govt,6-12L,<1K,7-15yr,Too complicated,Hold,No preference,Follow trusted people,Friends/Colleagues,2,4,Yes-fully,<299,3,5-10%,10,Definitely will use,Likely,25.99,Moderate,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
R0918,55+,Tier-3,Graduate,Homemaker,12-25L,5K-15K,1-3yr,No trust,Sell everything,Lean A,Guided,Spouse/Partner,1,2,Yes-if-regulated,Free only,0,>30%,7,Definitely will not use,Unlikely,14.96,Very Conservative,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
R0919,35-44,Tier-2,Postgraduate,Self-employed,12-25L,5K-15K,7-15yr,No trust,Hold,No preference,DIY,Myself,4,3,Basic only,<299,3,20-30%,9,Definitely will not use,Unlikely,16.16,Moderate,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0
R0920,18-24,Metro,Graduate,Salaried-Govt,6-12L,1K-5K,<1yr,Never tried,Buy more,Definitely B,Family decides,Parents,4,4,Yes-if-regulated,<299,3,10-20%,9,Likely to use,Likely,24.22,Aggressive,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
R0921,45-54,Metro,Professional,Homemaker,12-25L,15K-50K,3-7yr,No trust,Hold,Lean B,Guided,Myself,4,2,Yes-if-regulated,<99,2,10-20%,7,Definitely will not use,Unlikely,13.46,Moderate,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
R0922,25-34,Tier-3,Postgraduate,Salaried-Private,<3L,<1K,7-15yr,No value,Hold,Definitely B,Family decides,Parents,4,4,Yes-if-regulated,<499,4,5-10%,10,Likely to use,Likely,24.69,Aggressive,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0
